-6.3183,-4.8407,-0.76177,-67.36,36.144,2.4712,-113.84
-6.2016,-6.976,4.9933,-26.256,65.218,-24.497,-21.636
-2.2829,-3.4947,-3.4505,-19.918,-16.251,28.113,-117.41
6.5235,7.9852,-4.1957,-47.384,70.673,37.689,-109.18
6.0955,-2.6157,3.8992,-84.025,28.027,69.479,-79.25
3.1478,7.5785,-3.5177,-46.193,41.269,18.205,-82.77
4.6155,8.5137,3.7919,-86.563,4.4413,26.106,-21.215
-0.5217,-2.7638,3.2741,-39.113,-9.013,19.956,-37.147
-0.93134,9.4901,-2.0669,-78.745,34.436,-25.576,-91.008
3.3767,-9.9787,-1.4745,-27.1,25.753,-23.918,-119.16
0.32967,1.9484,-1.3547,-63.936,-15.173,7.5394,-44.295
9.8441,-5.8048,4.6414,-85.026,79.561,64.881,-56.552
0.58533,5.8571,-4.1359,-88.049,17.247,12.007,-122.86
4.2872,-7.7725,-2.114,-2.3814,42.683,33.338,-83.002
8.1824,2.2875,-2.0312,5.0453,2.067,-13.45,-3.4589
3.6083,5.5045,-4.692,-46.376,-18.104,38.364,-72.982
-8.7357,1.1853,-4.1009,-42.484,22.005,41.533,-15.618
0.40742,-1.7771,-0.49022,-17.873,-2.5762,5.4616,-39.365
4.7361,-6.6577,4.4283,-62.633,38.075,6.9431,-69.289
4.6328,4.4163,-3.6704,-89.687,76.116,14.524,-33.068
-2.7955,4.0047,-2.1929,-86.74,78.245,6.5957,-110.75
-1.571,7.9633,-4.217,-49.602,28.337,-0.96639,-81.413
-4.7269,5.633,-3.3223,-86.748,56.227,15.538,-92.901
8.7974,2.5635,3.5616,-36.318,62.313,51.324,-4.1796
0.018718,8.495,0.84005,-75.037,33.632,-21.586,-17.127
8.3233,-5.8499,-0.031838,-34.409,68.737,73.681,-124.2
-4.2592,-2.3687,-3.3952,-83.967,25.223,19.797,-88.891
-0.70676,-5.7959,1.6188,-8.3891,45.639,1.8041,-87.644
-8.537,-5.0581,-3.8794,-44.854,-25.044,77.314,-69.199
8.8944,-5.7684,-1.1745,-0.61442,62.884,32.005,-81.37
-7.0769,-8.688,3.5411,-72.322,59.851,89.91,-1.2049
-8.2854,-0.99328,-0.15459,-37.588,13.473,12.091,-94.242
-7.3614,-1.2699,1.3738,13.085,26.205,-2.5649,-1.5186
-3.794,-7.5789,3.3509,6.8239,-19.978,59.179,-12.581
5.5764,1.2165,0.30266,-66.833,30.047,86.283,-102.14
0.96115,-0.0015608,3.6714,-55.05,83.858,23.711,-56.085
-1.9541,9.6417,1.28,-9.6543,85.257,-8.3796,-65.966
4.9626,-4.2857,1.9303,-12.482,-27.332,67.52,-123.34
-1.8209,1.4811,-4.9953,-15.799,-12.844,7.6486,-127.94
3.1764,5.7626,-0.39689,-40.729,-17.815,57.86,-10.317
3.3999,-7.3118,-2.4535,-20.885,55.309,27.747,-42.119
-7.9598,5.92,-3.1537,4.6309,15.525,22.421,-60.762
0.20768,-1.4606,2.8895,9.0389,3.3762,23.13,-29.765
3.4128,-5.8109,3.801,5.0112,42.83,33.243,-61.596
-5.752,-2.2109,4.3521,-75.752,-28.923,42.401,-98.46
5.1233,-8.3761,0.13181,-46.056,63.384,69.977,-91.503
4.3752,-3.8359,-4.6312,-85.444,35.071,79.875,-47.75
4.9381,-6.575,-4.0197,-81.386,83.649,-26.412,-68.719
-3.5843,5.8522,-1.071,-9.8991,39.645,-23.189,-35.571
-0.039242,-3.6333,3.8833,-85.528,-0.90132,73.054,-96.021
0.52444,-9.3149,-3.9776,-79.976,81.339,63.135,-123.19
1.6553,6.5095,-1.3863,10.746,22.834,79.02,-89.274
4.3512,-8.0874,-4.2368,-86.291,71.461,-15.56,-22.768
9.1948,-2.3504,-1.9493,-53.652,43.638,-28.838,-89.843
