-3.3864,-1.4001,-0.082168,-82.083,76.53,-22.337,-57.562
-1.4417,9.321,1.2005,-13.617,56.42,11.593,-67.728
4.1115,-7.8133,-1.1008,-25.174,25.126,-23.93,-29.321
0.40249,7.2774,-4.0231,9.9561,-17.038,32.001,-18.487
8.7712,1.8096,-0.59368,13.677,48.712,24.105,-108.69
-7.1951,-4.7976,-4.1319,-42.749,0.87405,5.6856,-54.548
8.7877,-5.5762,-0.17284,-48.414,32.857,-0.18474,-8.7286
7.8169,7.1271,-0.97265,-55.623,43.025,79.635,-116.12
-4.5037,-5.17,-2.5687,-73.189,84.771,82.333,-106.65
0.086618,-3.0543,-4.0781,-74.021,-6.2199,52.275,-55.411
4.5383,-2.523,0.81568,-77.049,-23.085,87.219,-36.56
1.4652,5.7947,-2.6463,-40.874,38.321,-22.902,-64.092
8.2226,3.9926,2.2518,-64.487,39.118,66.248,-51.582
-4.6022,0.49262,4.7265,-11.995,7.4245,5.1965,-110.64
-5.848,-3.638,-3.6619,-16.605,38.519,-9.679,-19.238
-8.4803,1.7402,-0.8612,-55.78,1.664,60.955,-128.93
-9.2163,8.9265,2.6367,-28.402,-7.9389,29.79,-66.835
8.0234,0.81029,-0.68072,-31.349,55.491,-27.284,-102.4
6.8898,2.3063,-1.2338,6.2689,64.181,25.813,-105.07
-9.8132,8.3006,1.4274,-89.699,-26.354,-5.0289,-58.652
0.73576,5.2419,-1.5244,-39.131,46.719,80.075,-21.248
7.6815,0.96295,-1.31,-66.899,22.916,84.746,-16.151
6.38,2.499,2.3859,-1.9484,-21.934,83.938,-63.917
4.923,-6.9036,-3.561,-23.667,0.53785,8.9226,-52.62
-3.494,6.6368,3.1029,-28.945,1.5561,51.669,-30.347
-5.6146,-3.4841,-4.0406,-9.1998,59.822,35.872,-45.41
4.8973,7.8453,-2.5739,-75.641,-2.9921,12.161,-36.819
8.8068,-9.8835,1.1032,-2.7912,-2.0418,81.913,-99.693
-2.0184,1.9888,3.0051,-78.217,68.57,71.088,-46.059
0.43245,-8.1971,4.0465,7.5078,22.684,63.751,-20.133
2.8739,7.202,-0.98125,-20.416,88.23,37.138,-120.72
9.2393,4.9221,1.6252,-32.328,1.1893,85.806,-70.645
5.1183,2.0659,2.8326,-77.243,87.428,71.807,-7.202
4.017,7.4449,-4.4779,-66.145,25.157,85.092,-101.5
4.5326,-8.1102,3.7757,-88.314,5.3169,-8.3295,-120.51
2.589,5.9233,1.9111,-52.068,83.622,32.416,-123.29
-4.2795,3.9828,2.9626,-41.246,23.546,25.841,-35.708
3.0977,7.8028,0.38528,-59.005,87.115,-25.625,-42.018
-3.2005,6.9338,-2.539,-26.254,82.521,-24.258,-6.8941
4.6748,3.0107,0.16269,-54.088,49.413,-15.945,-19.976
-4.8909,0.66353,4.5479,-61.035,0.011802,80.528,-8.7607
3.0503,8.3462,0.098358,16.823,-6.3267,-16.577,-40.238
-7.3806,6.6746,3.0047,10.852,-13.524,30.583,-53.184
4.7897,0.49487,3.0452,-0.11534,-7.2636,-15.182,-105.96
-7.4096,7.5979,-4.5592,-14.442,58.053,22.464,-49.61
5.0639,4.001,-2.855,-16.065,36.876,71.985,-71.629
-5.6201,0.44467,-0.66572,-9.1074,-21.546,71.621,-88.957
5.1639,7.7407,-4.312,-70.018,58.449,53.61,-101.16
-8.2508,-4.785,-4.7715,-44.165,10.927,35.347,-118.54
1.7514,7.5529,-0.30884,-41.742,59.542,26.159,-111.34
7.9279,-0.35556,-4.8593,-21.331,-2.2692,33.328,-94.873
-8.0909,-2.9526,0.9356,-25.753,50.124,47.988,-55.353
5.7927,5.9835,-4.5047,-58.623,48.413,27.942,-126.36
6.6269,-9.3039,2.578,15.044,11.144,46.857,-44.003
3.3263,-1.1382,-0.66694,-70.942,-6.806,44.135,-35.352
-5.735,-2.3415,-4.7034,-38.947,10.016,86.978,-70.947
-9.703,-6.8661,-0.28441,-30.394,-22.838,49.016,-115.78
7.9954,-5.6434,-4.2304,-37.752,70.205,26.226,-53.161
-4.424,-2.4131,3.6467,-43.579,-1.2166,41.907,-63.276
-8.3006,-8.6331,-0.90165,-76.651,23.162,77.951,-45.406
-0.64943,-7.1734,-4.3186,-11.32,6.9598,50.57,-85.149
0.20078,-0.086923,1.5138,-8.419,6.2335,-19.131,-107.19
4.4146,-9.7275,-1.2596,9.9325,35.58,26.479,-63.422
1.7565,-7.1451,-4.4778,-14.691,43.027,-3.6043,-54.135
6.6856,6.2719,1.2891,-89.529,15.571,78.713,-88.263
4.7765,-7.1667,-0.62105,-51.524,27.42,40.372,-19.113
-6.4231,0.35053,1.27,9.9363,49.675,16.737,-96.256
-9.0027,3.7055,1.2027,-7.8,87.271,16.068,-33.936
3.5715,8.9201,-4.0844,10.145,31.193,43.469,-41.019
9.721,4.3636,-0.8682,-79.205,58.147,46.47,-9.5099
-2.6338,3.1122,4.382,-21.714,3.9407,-5.3506,-57.03
-9.2408,9.0865,2.4235,12.917,31.603,-1.0245,-35.475
-3.8385,-1.9525,3.8423,-14.231,-0.96465,61.243,-38.818
7.2341,-9.3476,-1.6808,-9.0763,47.322,-9.7573,-121.63
-4.2385,-4.9931,-0.11619,-9.8703,-5.686,-4.0041,-126.68
-2.9087,-5.1612,0.60341,-22.654,6.097,65.871,-103.42
0.22114,-9.4452,4.9038,-35.514,9.8401,-9.4501,-79.912
1.0098,9.1974,0.9602,-0.90289,88.138,76.329,-27.578
0.202,5.8377,-0.47828,3.3314,16.852,58.625,-126.67
7.2788,-6.0287,1.7245,9.2886,-6.1011,5.7266,-64.864
-8.9285,-2.4987,2.7505,-72.001,79.465,8.3516,-42.652
-5.6185,6.8478,1.6295,0.01091,65.265,25.518,-39.535
2.2738,5.6595,0.66673,-2.2159,39.205,83.362,-111.69
-8.4742,4.1735,-2.6505,-45.97,2.1753,69.916,-127.14
-0.26134,-4.7556,0.79592,6.5832,-22.686,22.897,-11.033
4.1182,4.0178,-4.9378,-49.115,78.18,8.1985,-76.406
-7.8975,4.9019,2.2937,-11.274,-13.989,23.492,-66.364
-7.9519,9.1823,-3.471,-72.996,-11.335,-18.973,-58.053
-7.5241,-4.3108,2.3573,-45.309,69.478,82.217,-51.016
3.6862,3.1366,4.9039,-86.069,20.91,28.817,-76.63
-1.7349,-5.6442,3.5855,4.3708,4.0739,43.888,-101.8
-0.40201,-4.6312,-2.4189,-36.942,-2.719,-24.141,-21.645
-6.0427,0.13679,4.5076,-46.786,40.136,42.793,-93.296
-1.565,-1.7733,4.5913,-7.468,87.718,-1.9766,-12.895
-8.3075,1.6436,-3.4694,-81.783,39.668,4.3452,-47.375
0.35723,-5.0866,-2.0247,-18.564,76.966,73.328,-27.91
5.1416,7.7266,-0.2778,-72.645,67.311,27.153,-14.855
-3.2182,-6.5863,-1.008,11.392,-2.8721,12.838,-41.456
-7.5727,0.87423,-1.8537,-48.296,64.986,70.658,-86.965
6.9248,-2.596,-1.1664,3.0931,25.666,38.828,-89.774
-7.3124,-9.6101,-3.7494,-65.84,23.901,34.146,-126.5
-3.7218,4.3656,4.4463,-80.129,3.5457,41.519,-107.61
-2.8783,2.9312,2.3309,-9.98,84.982,-24.483,-55.286
-0.35128,-1.3756,1.9881,-17.032,-29.171,-20.668,-60.674
6.9072,7.9605,4.3123,-39.888,61.099,82.633,-105.2
-1.8509,-8.3212,0.9196,6.8178,36.397,5.9034,-116.78
5.7804,4.8569,-3.9554,-33.58,71.596,71.565,-49.891
9.8638,-0.38502,3.2776,-24.537,68.141,84.674,-85.342
9.1615,-5.8694,-3.4031,-26.881,41.154,53.765,-40.636
-2.8148,-4.085,1.2911,-75.279,14.892,73.664,-32.277
3.3606,-6.9485,-4.3732,-53.554,23.519,60.841,-17.716
5.3966,3.6028,-2.9481,0.85439,73.855,-24.965,-78.9
-1.9024,-0.35277,-4.3611,-1.9134,12.129,71.902,-128.49
8.0284,-8.5869,4.5836,-13.626,-28.559,-29.211,-111.26
-7.6489,7.7719,1.9314,11.585,20.059,67.978,-104.75
-4.6628,-8.6289,-1.864,-3.4982,29.801,22.427,-22.222
1.9997,-1.0186,-3.4639,-66.539,54.023,84.569,-81.168
-3.324,-4.6479,2.6788,-63.547,85.357,80.834,-35.799
-9.0127,-5.9805,-0.0092435,-60.003,20.354,41.542,-7.5175
6.5578,-9.1076,2.9083,-84.15,5.5696,2.7092,-118.46
-4.2517,8.399,-4.9394,-28.08,14.243,14.467,-2.7596
2.5908,-7.3695,-4.3786,-5.0549,59.058,45.11,-95.175
-1.0821,5.9636,0.28932,-17.023,28.002,10.004,-34.949
-9.9616,1.1116,-0.66763,-83.601,23.036,70.714,-80.465
0.8556,2.203,-0.63767,-81.147,4.0755,-21.242,-94.83
2.5874,1.2528,0.41196,-47.485,20.45,-13.628,-37.507
6.6609,-5.3282,-4.3077,-35.534,-15.342,18.323,-12.501
8.1036,-4.7095,4.4982,-8.6296,-29.465,72.399,-90.346
2.2448,4.9274,3.0142,-53.336,37.692,72.546,-76.064
-7.9828,-0.021713,-2.6095,-51.379,36.991,35.776,-55.388
1.0316,-9.1238,0.82147,-59.377,35.062,23.442,-16.981
6.3382,-3.1299,-0.014438,-77.232,39.063,31.94,-46.584
-1.4665,5.1626,4.1574,-20.813,84.715,60.588,-67.226
-5.5398,1.1091,-0.44777,-22.783,35.278,32.191,-37.46
1.4528,1.4499,2.4174,-81.621,64.457,-6.3196,-69.278
-7.6524,-6.7677,-0.80242,-16.797,86.779,3.5567,-70.143
-7.2772,3.3177,3.3044,-16.105,-13.265,15.42,-88.648
8.8649,-6.66,4.2501,-7.0368,72.792,42.292,-14.161
-3.597,-2.1329,-3.1874,-67.065,41.247,41.343,-22.041
-4.245,0.76251,-4.8866,-58.98,40.748,-9.2861,-23.45
1.903,-3.2717,4.5955,-41.147,85.439,51.017,-90.485
-2.3169,-9.81,-1.9097,2.2446,3.7617,63.791,-68.461
-8.5649,-0.026806,4.8598,9.6642,39.03,62.033,-96.86
0.88698,0.57862,3.7313,-69.681,81.776,87.162,-42.304
-1.6308,-9.3142,4.2683,-85.206,27.127,16.079,-68.809
-3.9838,-3.2395,2.3432,18.625,53.851,-19.342,-62.231
-4.1868,-4.1574,-2.0322,-87.285,80.141,52.32,-30.423
-0.57569,-9.0786,-0.57737,-71.783,38.65,68.023,-10.9
5.292,-5.061,1.938,-57.886,38.489,46.04,-52.542
-7.8166,-7.7378,-3.921,-41.004,82.661,46.056,-120.78
6.4131,-6.4049,-4.6522,-6.6191,34.862,9.6644,-74.019
-6.4234,9.9282,4.5905,-73.132,81.474,21.385,-29.659
6.4779,2.5453,-2.9406,18.045,22.534,69.802,-71.13
-9.9425,-7.4599,4.1687,-16.011,-16.348,85.241,-15.248
-0.1632,-0.76959,3.771,-17.434,3.3554,48.863,-82.439
1.1006,2.3794,-0.9019,-61.947,20.007,14.873,-12.47
-8.5592,-2.6831,-2.1269,-9.8589,-21.963,60.782,-32.399
-5.6674,3.5455,2.3602,-88.917,12.703,-1.4146,-118.48
7.5326,-8.2504,1.6791,-35.666,10.268,40.79,-47.207
-7.1036,-8.8432,-3.6504,-88.305,-7.3066,-21.267,-6.8189
-9.5084,-5.2602,0.98266,11.702,10.13,23.142,-12.988
-4.8735,-9.5708,-2.0673,-63.594,-5.6892,11.74,-68.856
-9.4757,9.1091,0.25224,-6.6861,40.778,58.723,-41.646
-7.8502,-3.315,-4.6206,11.048,14.778,88.757,-71.467
-6.7076,0.14114,0.082264,-84.145,14.044,40.353,-128.88
8.4254,5.6331,-2.5806,-25.589,-5.778,-14.483,-87.836
-1.1906,3.406,-2.8957,-38.828,-24.014,29.482,-34.949
1.3889,-9.5781,0.12276,-45.35,-3.6192,-2.5837,-56.832
4.2729,3.9551,3.9346,-12.704,82.475,-28.687,-106.67
7.1244,-4.7129,2.7556,-20.25,57.007,77.319,-100.31
9.6411,9.3793,0.76653,-64.758,5.0492,50.921,-74.553
-6.1933,-2.0643,-1.6108,10.188,70.614,45.292,-110.55
0.087194,7.5297,4.0825,-58.409,-14.076,-29.42,-41.193
-7.4436,2.7985,3.9649,-42.997,-8.8976,4.8036,-7.5013
2.3341,-5.938,1.7758,-87.877,-2.8058,79.794,-99.913
-7.5654,9.6807,0.93108,-60.465,21.841,81.74,-65.191
-9.657,7.229,4.3759,-37.121,38.38,89.896,-53.87
-5.8334,4.2668,-2.4731,-60.564,27.811,-3.2006,-47.571
-1.2587,-5.6255,4.1834,-14.167,-16.09,13.068,-39.347
8.3104,0.4405,-4.4801,-41.759,52.942,1.3652,-116.53
0.95273,2.8838,-2.641,-22.119,-20.524,47.341,-22.518
-7.1626,-1.8726,0.93115,-1.4633,26.471,50.931,-97.542
-7.8933,9.1721,-0.76307,-28.329,-18.147,27.833,-20.023
2.027,5.9557,1.1044,-48.288,-9.0421,-22.702,-19.973
5.632,5.0976,-1.7383,-33.322,47.457,29.942,-84.57
0.306,6.7806,-0.8684,-45.848,84.322,10.228,-17.178
8.6966,2.2957,1.6856,-44.386,54.329,26.994,-53.846
-0.10193,-9.3405,-1.2739,-51.387,2.9665,1.9836,-95.096
7.4886,-3.3813,0.18499,-40.375,-8.4599,71.698,-6.0806
3.5298,0.90455,3.9894,-79.247,-19.091,-26.95,-41.406
9.6658,-7.1368,3.2769,6.7212,-21.547,27.352,-96.009
-7.4164,1.8635,2.2179,-85.971,-8.8594,-2.0714,-93.481
9.8747,-1.4886,-0.66882,-52.924,24.564,62.218,-98.126
2.9059,-3.8777,-2.0921,-42.655,36.033,-15.396,-16.717
8.1331,3.1125,4.4794,-30.33,6.6388,-19.394,-55.144
-0.14406,-5.9874,-2.1241,-58.162,21.579,27.605,-119.36
-8.0332,2.5625,-0.99589,11.58,75.673,44.182,-115.04
-5.344,5.0987,-4.4362,-11.959,-7.9042,89.883,-67.114
2.152,5.5303,-4.3654,-24.965,77.972,31.161,-69.452
-7.2051,9.47,-0.75401,-81.394,-17.051,87.75,-75.123
-7.6555,-6.3846,-3.0615,-50.627,18.526,-3.3133,-85.458
-0.3007,3.1132,-4.6172,-68.913,81.443,40.007,-3.125
9.3892,-2.4874,-2.614,-63.077,-27.72,88.14,-103.78
-7.0389,9.1835,2.1448,-56.723,69.371,66.956,-116.74
-2.17,-2.8994,-2.5521,-77.893,-16.526,1.7944,-35.124
5.5939,-2.8289,-3.1587,-88.655,-19.691,9.5158,-38.82
-6.0412,-7.9107,3.8839,-50.771,24.451,-21.579,-110.37
-9.4124,5.6835,4.8081,-13.883,63.562,41.768,-37.658
-7.5011,-5.8277,-3.4503,-1.3276,-21.915,28.905,-78.337
